plcyNo,bscPlanCycl,bscPlanPlcyWayNo,bscPlanFcsAsmtNo,bscPlanAsmtNo,pvsnInstGroupCd,plcyPvsnMthdCd,plcyAprvSttsCd,plcyNm,plcyKywdNm,plcyExplnCn,lclsfNm,mclsfNm,plcySprtCn,sprvsnInstCd,sprvsnInstCdNm,sprvsnInstPicNm,operInstCd,operInstCdNm,operInstPicNm,sprtSclLmtYn,aplyPrdSeCd,bizPrdSeCd,bizPrdBgngYmd,bizPrdEndYmd,bizPrdEtcCn,plcyAplyMthdCn,srngMthdCn,aplyUrlAddr,sbmsnDcmntCn,etcMttrCn,refUrlAddr1,refUrlAddr2,sprtSclCnt,sprtArvlSeqYn,sprtTrgtMinAge,sprtTrgtMaxAge,sprtTrgtAgeLmtYn,mrgSttsCd,earnCndSeCd,earnMinAmt,earnMaxAmt,earnEtcCn,addAplyQlfcCndCn,ptcpPrpTrgtCn,inqCnt,rgtrInstCd,rgtrInstCdNm,rgtrUpInstCd,rgtrUpInstCdNm,rgtrHghrkInstCd,rgtrHghrkInstCdNm,zipCd,plcyMajorCd,jobCd,schoolCd,aplyYmd,frstRegDt,lastMdfcnDt,sbizCd,_category
20260330005400212321,2,003,008,029,0054002,0042001,0044002,의성푸드빌리지 운영,주거지원,청년외식창업공간 운영 지원,주거,주택 및 거주지,"ㅇ (목적) 지역내 청년의 창업지원 역량 및 전문성 강화를 위한 청년외식창업공동체 공간 운영
ㅇ (대상) 지역 청년
ㅇ (주요내용) 청년외식창업공간 운영 지원
ㅇ (전달체계) 군-위탁단체-지역청년",5150215,경상북도 의성군 관광복지국,,       ,,,N,0057002,0056001,20260101,20261231,,,,,,,https://www.usc.go.kr/youth/page.do?mnu_uid=2019&,,0,N,19,45,N,0055003,0043001,0,0,,,,72,5150215,경상북도 의성군 관광복지국,5150000,경상북도 의성군,6470000,경상북도,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41591,41593,41595,41597,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,0049010,,2026-03-30 12:41:06,2026-04-01 16:41:57,0014010,주거
20260326005400212288,2,003,010,035,0054002,0042013,0044002,2026년 평택시 청년 전월세 중개보수료 감면사업,주거지원,1. 청년들에게 중개보수료 감면을 통한 경제적 부담 완화 및 부동산 관련 정보 제공,주거,주택 및 거주지,"평택시 거주 또는 전입 예정인 19~39세 이하 청년 1인 가구에 전월세 임차계약 시 중개보수료 20% 감면 및 부동산 계약 관련 정보 제공
(재능기부 공인중개사사무소 직접 방문)",3910394,경기도 평택시 기획항만경제실,,       ,,,Y,0057002,0056001,20260101,20261231,,"시 홈페이지 > 알림마당 > 시정소식 > 평택소식 > 검색 : 청년 전월세 중개보수료 감면사업에서
재능기부 업체 확인 및 방문",,,,,https://www.pyeongtaek.go.kr/,,0,N,19,39,N,0055003,0043001,0,0,,,환산보증금 1억원 이상 제한,122,3910000,경기도 평택시,6410000,경기도,6410000,경기도,41220,0011009,0013010,0049010,,2026-03-26 10:17:51,2026-03-27 17:38:56,0014010,주거
20260326005400212287,2,003,009,030,0054002,0042006,0044002,2026년 평택시 청년 월세 지원,주거지원,평택시에 거주하는 1인 가구 청년의 주거비 부담 완화 및 사회진입 지원,주거,전월세 및 주거급여 지원,"(사업기간) 연중
(사업대상) 기준중위소득 120%이하 평택시 거주 19세~39세 이하 1인 가구 청년
 임차보증금 9,000만 원 이하 및 월세 50만 원 이하 세입 거주자
※ 1인 가구 기준중위소득 120% : 월 3,077,086원(2026년 기준)
(사 업 량) 100명
(신청방법) 관할 행정복지센터 방문 또는 메일, 등기 우편 신청
(지원금액) 월 20만 원 월세 지원(최대 12개월/ 240만 원, 생애 1회)
(지원방법) 월 임대료 납입 증빙 후 계좌 입금
(선정방법) 소득, 임차보증금, 차량시가표준액 낮은 금액 순으로 선발 ",3910394,경기도 평택시 기획항만경제실,,       ,,,N,0057001,0056001,20260101,20261231,,관할 읍면동 행정복지센터 방문 신청,최종선정 공고 및 개별 통보,https://www.pyeongtaek.go.kr/,"- 신청서 및 개인정보 동의서
- 등본
- 가족관계증명서
- 본인신용정보조회서
- 확정일자가 날인된 임대차계약서 사본
- 주택 임대차 계약 신고필증
- 건강보험 확인서류
- 지방세 세목별 과세증명서(전국)",,https://www.pyeongtaek.go.kr/,,100,N,19,39,N,0055003,0043003,0,0,"기준중위소득 120% 이하(3,077,086원)",,"○ 주택 소유자, 분양권 또는 조합원 입주권이 있는 사람
○ 일반재산(토지, 건축물, 보증금, 차량시가표준액) 총액 9천만원을 초과하는 사람
    ※ 임차보증금 중 공공이 아닌 일반 금융기관 임차보증금 대출금액은 차감
       (위의 사실을 확인할 수 있는 금융거래증명서를 제출한 경우)
○ 차량시가표준액 2,500만원 이상의 자동차를 소유한 사람
○ 기초 생계·의료·주거급여 대상자(교육급여 대상자는 신청 가능)
○ 공공주거사업(행복주택, 임대주택, 공적 대출, 청년월세 한시 특별지원 등) 참여자
○ 임대인이 신청인의 부모(동거인 포함)인 경우
○ 기타 사업 취지에 부합하지 않다고 판단되는 경우
  ※ ‘사업’ 신청일 이전 공공주거사업 참여를 종료 또는 중지한 경우 신청 가능",491,3910000,경기도 평택시,6410000,경기도,6410000,경기도,41220,0011009,0013010,0049010,20260406 ~ 20260417,2026-03-26 10:13:05,2026-03-30 17:15:43,0014010,주거
20260325005400212276,2,003,008,029,0054002,0042001,0044002,청년단기주거공간 운영(금강장),주거지원,체류형 사업 참여자 및 지역청년 단기주거 지원,주거,주택 및 거주지,"ㅇ (목적) 유입초기 청년 주거 지원
ㅇ (주요내용) 체류형 사업 참여자 및 지역청년 단기주거 지원
ㅇ (전달체계) 군-위탁단체-지역청년",5150215,경상북도 의성군 관광복지국,,       ,,,N,0057002,0056001,20260101,20261231,,,,,,,https://www.usc.go.kr/youth/page.do?mnu_uid=2731&,,0,N,19,45,N,0055003,0043001,0,0,,,,508,5150215,경상북도 의성군 관광복지국,5150000,경상북도 의성군,6470000,경상북도,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41591,41593,41595,41597,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,0049010,,2026-03-25 17:55:51,2026-03-27 17:08:06,0014010,주거
20260325005400212275,2,003,008,029,0054002,0042001,0044002,청년복합주거공간 운영(금수장),주거지원,청년 대상 숙박공간 및 워케이션 프로그램 제공,주거,주택 및 거주지,"ㅇ (목적) 공유공간과 숙박공간이 분리된 복합주거공간 운영
ㅇ (주요내용) 청년 대상 숙박공간 및 워케이션 프로그램 제공
ㅇ (전달체계) 군-위탁단체-지역청년",5150215,경상북도 의성군 관광복지국,,       ,,,N,0057002,0056001,20260101,20261231,,,,,,,https://www.usc.go.kr/youth/page.do?mnu_uid=2024&,,0,N,19,45,N,0055003,0043001,0,0,,,,609,5150215,경상북도 의성군 관광복지국,5150000,경상북도 의성군,6470000,경상북도,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41591,41593,41595,41597,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,0049010,,2026-03-25 17:45:14,2026-03-27 17:07:36,0014010,주거
20260319005400112218,2,003,009,030,0054001,0042006,0044002,(국토부) 26년 청년월세 지원사업,"보조금,주거지원",고금리·고물가 등으로 경제적 어려움을 겪는 청년층의 주거비 부담 경감을 위해 월 최대 20만원씩 최장 24개월간 월세를 지원합니다(생애 1회).,주거,전월세 및 주거급여 지원,"월세로 거주하는 청년을 대상으로 실제 납부하는 임대료를 최대 480만원(월 최대 20만원)까지 최대 24개월(회) 동안 매월 분할하여 지원합니다.
○ 실제 월세 범위 내에서 지원하며, 임차보증금, 관리비 등은 제외 후 지원합니다.
○ 주거급여 수급자의 경우 주거급여액 중 월차임분(청년 주거급여 분리지급액 포함)을 차감한 금액만 지원합니다.
○ 방학기간 등으로 수급기간이 연속적이지 않더라도 지급기간 내 24개월(회)분을 지원합니다.

지급기간 : ~2028년 12월
○ 2026년 신규 수혜자는 2028년 12월까지 지원
○ 2026년에 선정된 이후 지급 중지 등으로 인해 '28년까지 24개월(회) 지원을 다 못받았다면, '29년 이후 정기 신청기간에 재신청(소득, 재산 재심사)하여 선정될 때 지원을 재개하고 잔여횟수만 지원",1613000,국토교통부,,       ,,,N,0057001,0056001,20260901,20281231,,"주소지 관할 주민센터에 청년 본인이 방문하거나 복지로(bokjiro.go.kr)에서 온라인으로 신청이 가능합니다.
○ 방문 신청 시 청년 본인이 신청하는 것이 원칙이나, 불가피한 경우 대리인(①법정대리인 ②주민등록상 동일 세대원(동거인 제외) ③동일 세대원이 아닌 배우자 및 직계존·비속)도 신청이 가능하며, 해당 경우에도 월세는 청년 본인 계좌로 지급됩니다.
※ 대리인 신청 시 위임장, 대리인 신분증(주민등록증, 운전면허증, 여권 등)을 지참 후 방문
※ 단, 압류방지통장으로 입금은 불가하며, 본인 명의의 계좌 개설이 곤란한 경우 등은 기초생활보장제도 계좌관리 원칙에 따름

복지로 온라인신청 경로는 다음과 같습니다.
○ 복지로 로그인 > 서비스 신청 > 복지서비스 신청 > 복지급여 신청 > 기타 > 청년월세지원","신청은 '26년 3월 30일 09:00부터 '26년 5월 29일 16:00까지 가능하며, 지자체에서 소득·재산 요건 검증을 거쳐 9월에 선정자 공지 및 월세 지원이 이뤄질 예정입니다.",https://bokjiro.go.kr,"월세지원 신청서, 소득·재산 신고서, 임대차계약서 및 최근 3개월간 월세 이체 증빙서류, 통장 사본, 가족관계증명서 등","청년가구 소득·재산평가액 산정 기준은 다음과 같습니다.

○ 소득평가액이 「국민기초생활 보장법」 제2조제11호에 따른 기준 중위소득의 60% 이하
- 소득평가액 = ①근로소득 + ②사업소득 + ③재산소득 + ④공적이전소득 - ⑤근로·사업소득공제

○ 일반재산, 자동차 등의 재산에 관하여 총재산가액이 1.22억원 이하
- 총재산가액 = ⑥일반재산가액 + ⑦자동차가액 - ⑧부채(임차보증금 마련 용도의 부채만 인정)

원가구 소득·재산평가액 산정 기준은 다음과 같습니다.

○ 소득평가액이 「국민기초생활 보장법」 제2조제11호에 따른 기준 중위소득의 100% 이하
- 소득평가액 = ①근로소득 + ②사업소득 + ③재산소득 + ④공적이전소득 - ⑤근로·사업소득공제

○ 일반재산, 자동차 등의 재산에 관하여 총재산가액이 4.7억원 이하
- 총재산가액 = ⑥일반재산가액 + ⑦자동차가액 - ⑧부채(주택구입·임차보증금 마련 용도의 부채만 인정)

참고
① (근로소득) 상시근로자소득
② (사업소득) 기타사업소득
③ (재산소득) 임대소득, 이자소득
④ (공적이전소득) 국민연금급여, 사학퇴직연금급여, 공무원퇴직연금급여, 군인퇴직연금급여, 별정우체국연금, 산재보험급여(휴업급여, 장해급여, 유족급여, 상병보상금), 실업급여
⑤ (근로소득공제) 근로·사업소득 30%
⑥ (일반재산) 건축물(건물, 시설물, 기타), 주택, 토지(밭, 논, 대지, 임야, 기타), 임차보증금(전월세보증금, 상가보증금), 선박, 항공기, 회원권(골프, 콘도미니엄, 승마, 종합체육시설이용, 요트)
⑦ (자동차) 자동차가액
⑧ (부채) 다음에 따른 공적서류를 제출한 경우에만 인정
- 대출금: 금융기관 대출금, 금융기관이 아닌 기관 대출금
- 공공기관 대출금: 농지연금 등
※ 주택구입, 임차보증금 마련 용도의 부채만 인정
※ 취득한 주택의 등기사항 증명서 상 소유권 이전등기 접수일로부터 3개월 이내 대출한 자금의 경우 주택구입자금으로 인정",https://www.bokjiro.go.kr/ssis-tbu/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004661,https://www.youthcenter.go.kr/bbs03View/10003/10455,60000,N,19,34,N,0055003,0043003,0,0,하단참고,"19세~34세 독립거주 무주택 청년 중 청년가구 소득이 기준 중위소득 60% 이하이면서, 원가구 소득이 중위소득 100% 이하인 청년을 지원합니다.
※ ①30세 이상, ②혼인(이혼), ③미혼부·모, ④30세 미만 미혼 청년의 소득이 중위소득 50% 이상으로 생계를 달리한다고 시·군·구청장이 인정하는 경우 등은 원가구 소득 미고려

○ (청년가구) 청년 + 배우자 + 직계비속 + 동일 주소지에 거주하는 그 외 민법상 가족
○ (원가구) 청년독립가구 + 1촌이내 직계혈족(부·모)","○ 주택 소유자(분양권, 입주권 포함)
○ 직계존속·형제·자매 등 2촌 이내 혈족(배우자의 2촌 이내 혈족 포함) 주택 임차
○ 공공주택특별법에 따른 공공임대주택(공무원임대주택 포함) 거주
○ 1실(방)에 다수가 거주하는 방식의 전대차인 경우 단, 1실에 다수가 거주하는 경우라도 임대인과 별도 임대차계약 체결 시 지원 가능
○ 국토부 또는 지자체에서 시행하는 청년월세 지원사업 중복 수혜중인 자(수혜종료 후 신청 가능) 등
○ 과거 ‘청년월세 한시 특별지원사업’에 선정되어 이미 24개월을 수혜받은 자 등",16866,B551904,한국고용정보원,B000000,정부산하기관및위원회,B000000,정부산하기관및위원회,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41591,41593,41595,41597,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,0049010,20260330 ~ 20260529,2026-03-19 10:47:38,2026-03-19 11:26:40,0014010,주거
20260318005400212197,2,003,009,030,0054002,0042009,0044002,2026년 군포시 신혼부부 및 청년 전월세 보증금 대출이자 지원,주거지원,군포시에 정착하는 신혼부부와 청년의 주거비 부담 완화를 통해 자립기반을 강화하고 안정된 거주여건을 조성,주거,전월세 및 주거급여 지원," ○ 지원내용 
  - 신혼부부: 전월세 보증금 대출잔액의 2%, 가구당 최대 300만원(1회/1년)
                예) 대출잔액이 2억원인 경우, 2%가 300만원을 초과하므로 300만원 지원
  - 청    년: 전월세 보증금 대출잔액의 1%, 가구당 최대 100만원(1회/1년)
                   예) 대출잔액이 2억원인 경우, 1%가 100만원을 초과하므로 100만원 지원
 ○ 지원금액 : 신혼부부 최대 300만원, 청년 최대 100만원
    ※ 금년도 예산 집행잔액 범위 내 지원
 ○ 지급방식: 신청서에 작성한 신청인 계좌로 입금 
 ○ 지급시기: 2026년 4월 중",4020000,경기도 군포시,김선영,       ,,,N,0057001,0056001,20260309,20260430,,방문 신청(관할 동 행정복지센터),"○ 예산 범위 내에서 지원하며, 예산 초과하는 경우 우선순위 결정 배점표를 통해 지원 결정
○ 통보방법: 문자메시지(EMS) 개별 통보",,,,https://www.gunpo.go.kr/,https://withbook.gunpo.go.kr/www/selectEminwonView.do?pageUnit=1&pageIndex=4&searchCnd=all&key=3909&jndinm=&context=&method=&methodnm=&wkly_event_mgt_no=&subCheck=&ofr_pageSize=1&homepage_pbs_yn=&initValue=&wkly_se_code=&countYn=&event_sj=&Not_ancmt_se_code=&title=&cha_dep_code_nm=&countYnAC=&list_gubun=N&not_ancmt_sj=&not_ancmt_cn=&not_ancmt_mgt_no=43982,0,N,19,39,N,0055003,0043003,0,0,중위소득 180%,,,84,4020000,경기도 군포시,6410000,경기도,6410000,경기도,41410,0011009,0013010,0049010,20260309 ~ 20260327,2026-03-18 13:42:45,2026-03-19 09:47:36,0014010,주거
20260318005400212193,2,003,010,032,0054002,0042011,0044002,청년 1인가구 전월세 안심계약 지원,주거지원,청년 1인가구 부동산 사기 피해 예방 및 안정적인 주거정착 지원,주거,주택 및 거주지,"ㅇ (대상) 군포시 거주(예정) 1인가구 청년
ㅇ (주요내용)
  - 전월세 계약상담, 전입 희망지역 주변 정보제공
  - 집보기 동행, 전월세 임대 청년 주거지원정책 정보 제공 등",4020000,경기도 군포시,이도연,4020000,경기도 군포시,,Y,0057001,0056001,20260310,20261231,,군포시 청년공간 플라잉 홈페이지 신청,,https://www.gunpoycf.or.kr/,,,https://www.gunpoycf.or.kr/,https://www.gunpoycf.or.kr/company_05.php,0,N,19,39,N,0055003,0043001,0,0,,,,248,4020000,경기도 군포시,6410000,경기도,6410000,경기도,41410,0011009,0013010,0049010,20260310 ~ 20261231,2026-03-18 13:26:44,2026-03-19 09:45:18,0014010,주거
20260318005400212189,2,003,009,030,0054002,0042004,0044002,(광양시)광양학사(서울 공공기숙사) 운영,주거지원,"수도권 대학 재학생과 연수·실습생, 입시 준비생에게 저렴한 기숙사를 제공해 주거 안정을 지원합니다.",주거,전월세 및 주거급여 지원,"-서울 공공기숙사 입사 지원
-월 12만원 이용료로 주거 지원
-결원 발생 시 수시 모집",4840254,전라남도 광양시 미래산업국,정경진,       ,,,N,0057002,0056002,        ,        ,연중,,,,,,https://gwangyang.go.kr/kor/,https://gwangyang.go.kr/youth/kr/board/view.do?bbsId=BBS_000000000000041&nttId=4668&menuNo=104002000000,0,N,0,0,Y,0055003,0043001,0,0,,,,23,4840254,전라남도 광양시 미래산업국,4840000,,6460000,,46230,0011009,"0013003,0013009",0049005,,2026-03-18 10:16:15,2026-03-18 16:22:27,0014010,주거
20260313005400212147,2,003,009,031,0054002,0042013,0044002,용인청년 부동산 중개 보수 감면 사업,주거지원,지역 상생형 주거문화 조성 ,주거,전월세 및 주거급여 지원,"ㅇ (대상) 18~34세 청년임차인
ㅇ (주요내용) 중개보수 20% 이상 감면",4050000,경기도 용인시,,       ,,,N,0057002,0056002,        ,        ,상시,,,,,,https://youth.yongin.go.kr/web/main/youthPolicy/view?bizId=A2026021000000000000055001,,0,N,18,39,N,0055003,0043001,0,0,,,,97,4050000,경기도 용인시,6410000,경기도,6410000,경기도,"41461,41463,41465",0011009,0013010,0049010,,2026-03-13 16:10:29,2026-03-16 09:37:01,0014010,주거
20260123005400112079,2,002,008,028,0054001,0042004,0044002,"대학생 연합생활관(은행권,고양)","주거지원,교육지원",대학생 주거안정을 위해 민간기부(은행연합회)를 통해 설립된 대학생 연합생활관,주거,기숙사,"대학생 주거안정을 위한 기숙사 지원
 - 위치: 경기도 고양시 덕양구 원흥1로 23
 - 정원: 986명(2인 1실)
 - 기숙사비: 월 15만원(보증금 15만원)
 - 입주대상: 대한민국 소재 국내 대학(원)에 입학예정 또는 재적 중인 대학생(세부내용 선발공고 참조)",1342000,교육부,,D311086,한국장학재단 청년주거지원부,전상미,Y,0057002,0056002,        ,        ,"학기별 모집(1월, 7월), 공실발생 시 월단위 수시모집(전월 말 공고 후 해당 월 첫째 주 신청)","한국장학재단 홈페이지 또는 앱으로 신청
 - 1학기 정기모집: 1월 19일~1월 30일
 - 2학기 정기모집: 7월 27일~8월 10일","한국장학재단 홈페이지 또는 앱에서 확인
 - 1학기: 2월 초
 - 2학기: 8월 초
",https://www.kosaf.go.kr,"1. 필요 시 제출(수급자 증명서, 차상위 증명서, 장애인 증명서 등)
2. 입주 시 제출(재적증명서, 보호자 주민등록표등본, 건강(결핵)진단서
※ 단, 전산연계 확인 시 제출 생략",한국장학재단 홈페이지 선발공고(기숙사>커뮤니티>공지사항) 참조,https://www.kosaf.go.kr/ko/notice.do?mode=view&searchStr=&searchType=&page=1&ctgrId1=0000000009&ctgrId2=&seqNo=20404,,0,N,0,0,Y,0055003,0043001,0,0,,,"원격대학, 기술대학에 재학중인 자(세부내용 선발공고 참조)",4345,D311086,한국장학재단 청년주거지원부,       ,,       ,,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,"0049003,0049004,0049005",,2026-01-23 13:57:48,2026-01-26 16:22:45,0014010,주거
20251121005400211920,1,002,005,011,0054002,0042001,0044002,"대학생 주거 지원(서‧동서울관, 청주관)",주거지원, ㅇ 향토인재 양성을 위한 장학시설(기숙시설)의 관리‧운영 ,주거,기숙사,"ㅇ (사업 대상) 대학교 신입생, 재학생
   - (연령 기준) 해당없음
   - (소득 기준) 건강보험 월평균액 낮은 순
   - (기타 조건) 지원자 또는 친권자가 3년 이상 계속 거주, 도내 고등학교 졸업생, 졸업예정인자로 1년 이상 계속 거주",6430000,충청북도,,       ,,,N,0057001,0056001,20250101,20251231,,충북학사 홈페이지 참고,충북학사 홈페이지 참고,https://home.cbhs.kr/,충북학사 홈페이지 참고,,https://home.cbhs.kr/,https://www.cbhscj.kr/main,940,N,19,39,N,0055003,0043003,0,0,공고문 참고,,,210,6430000,충청북도,       ,,       ,,"43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800",0011009,0013010,0049005,20250101 ~ 20250228,2025-11-21 11:26:10,2025-11-21 17:56:02,0014010,주거
